id,instance,anger,disgust,fear,joy,sadness,surprise,VADER_neg,VADER_neu,VADER_pos,VADER_compound,TextBlob_polarity,TextBlob_subjectivity,AFINN
243,Beyonce copyright claim rejected,10,0,0,0,0,2,0.524,0.476,0.0,-0.5106,0.0,0.0,-1.0
244,Cohn gunman jailed for 36 years,13,0,10,27,21,0,0.39,0.61,0.0,-0.4939,0.0,0.0,-2.0
245,Melua's deep sea gig sets record,0,0,0,54,0,6,0.0,1.0,0.0,0.0,0.0,0.4,0.0
246,Sri Lanka clashes kill 129 troops,21,0,26,0,75,0,0.485,0.515,0.0,-0.6908,0.0,0.0,-3.0
247,Gunmen kill 11 in Iraq TV raid,50,33,43,0,76,0,0.439,0.561,0.0,-0.6908,0.0,0.0,-3.0
248,Italy drops Sicily bridge plans,0,0,0,0,0,45,0.0,1.0,0.0,0.0,0.0,0.0,0.0
249,Amish killings school demolished,33,33,42,0,44,33,0.6,0.4,0.0,-0.6705,0.0,0.0,0.0
250,Pamuk wins Nobel Literature prize,0,0,0,89,0,10,0.0,0.3,0.7,0.7906,0.3,0.2,4.0
251,Madonna adoption bid approved,0,0,0,48,0,29,0.0,0.517,0.483,0.4215,0.0,0.0,2.0
252,Man admits UK-US terror bomb plot,33,43,61,0,33,0,0.559,0.254,0.186,-0.6597,0.0,0.0,-5.0
253,Who are you calling fat?,0,16,0,0,12,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
500,Test to predict breast cancer relapse is approved,0,0,15,38,9,11,0.333,0.455,0.212,-0.3818,0.0,0.0,1.0
501,"Two Hussein allies are hanged, Iraqi official says",24,26,16,13,38,5,0.0,1.0,0.0,0.0,0.0,0.0,0.0
502,Sights and sounds from CES,0,0,0,17,0,4,0.0,1.0,0.0,0.0,0.0,0.0,0.0
503,Schuey sees Ferrari unveil new car,0,0,0,46,0,31,0.0,1.0,0.0,0.0,0.13636363636363635,0.45454545454545453,0.0
504,Closings and cancellations top advice on flu outbreak,1,0,23,8,11,8,0.25,0.577,0.173,-0.2023,0.5,0.5,-2.0
505,Trucks swallowed in subway collapse,8,0,28,0,57,7,0.444,0.556,0.0,-0.4939,0.0,0.0,-2.0
506,Sarkozy letter surprises French cartoons hearing,0,0,0,0,0,53,0.0,0.725,0.275,0.2263,0.0,0.0,0.0
507,"Building a memorial to a son, one child at a time",10,0,9,22,36,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0
508,Lawmaker seeks iPod ban in crosswalks in New York,11,0,0,0,4,38,0.31,0.69,0.0,-0.5574,0.13636363636363635,0.45454545454545453,-2.0
509,Diabetic waits months for eyeglasses,34,11,0,0,40,13,0.0,1.0,0.0,0.0,0.0,0.0,0.0
510,Sudan tells United Nations envoy to leave in 72 hours,18,0,0,0,15,59,0.1,0.667,0.233,0.3818,0.0,0.0,0.0
511,5000 years on but couple still hugging,0,0,0,53,0,65,0.0,0.619,0.381,0.5719,0.0,0.0,0.0
512,Defense to challenge Russert's credibility,4,5,0,0,0,19,0.0,0.517,0.483,0.2023,0.0,0.0,-1.0
513,"Ozzy, a Hero for the hard-rocking masses",0,0,0,37,0,4,0.0,0.581,0.419,0.5574,0.0,0.0,1.0
514,CIA leak trial summary,9,17,2,0,4,33,0.444,0.556,0.0,-0.34,0.0,0.0,-1.0
515,Dance movie takes over No. 1,0,0,0,56,0,37,0.355,0.645,0.0,-0.296,0.0,0.0,-1.0
516,Asian nations urge Myanmar reform,0,0,0,17,0,19,0.0,1.0,0.0,0.0,0.0,0.0,0.0
517,"After Iraq trip, Clinton proposes war limits",8,0,8,53,13,25,0.394,0.606,0.0,-0.5994,0.0,0.0,-3.0
518,7 dead in apartment building fire,14,2,47,0,86,10,0.691,0.309,0.0,-0.7717,-0.2,0.4,-5.0
520,Carphone Warehouse's mixed signals,2,2,0,0,0,10,0.0,1.0,0.0,0.0,0.0,0.25,0.0
521,Democrats plot Bush troop increase censure,19,1,1,19,9,21,0.0,0.685,0.315,0.3182,0.0,0.0,1.0
523,BB star Jackson denies Goody comments,7,8,0,0,0,2,0.359,0.641,0.0,-0.4215,0.0,0.0,-2.0
524,Inter Milan set Serie A win record,2,0,0,50,0,9,0.0,0.568,0.432,0.5859,0.8,0.4,4.0
526,Press sees hope in Mecca talks,0,0,0,60,3,16,0.0,0.633,0.367,0.4404,0.0,0.0,2.0
527,Bears fan loses bet and changes name,2,13,0,2,17,33,0.24,0.521,0.24,0.0,-0.3,0.1,3.0
528,Global National	Major child porn ring bust,46,64,0,42,31,27,0.0,1.0,0.0,0.0,0.03125,0.25,0.0
529,'Human hair' clue in hunt for airliner,0,0,0,2,0,36,0.0,1.0,0.0,0.0,0.0,0.1,0.0
530,Johnny Depp to make movie of spy poisoning,0,0,0,40,8,17,0.352,0.648,0.0,-0.5859,0.0,0.0,0.0
531,Really?: The claim: the pill can make you put on weight,0,8,0,5,0,49,0.0,1.0,0.0,0.0,0.2,0.2,0.0
532,5 money makeovers,0,0,0,31,0,8,0.0,1.0,0.0,0.0,0.0,0.0,0.0
533,TBS to pay $2M fine for ad campaign bomb scare,25,32,45,11,28,43,0.5,0.385,0.115,-0.7184,0.4166666666666667,0.5,-2.0
534,"""Stomp the Yard"" has winning moves in its weekend debut",0,0,0,68,0,13,0.0,0.726,0.274,0.5267,0.5,0.75,4.0
535,"Discovered boys bring shock, joy",0,0,3,55,0,56,0.277,0.319,0.404,0.296,0.8,0.2,1.0
536,Bernhard set to leave Volkswagen,11,0,0,0,40,22,0.231,0.769,0.0,-0.0516,0.0,0.0,-1.0
537,Pacers' Jackson misses gun hearing,14,10,24,2,3,21,0.589,0.411,0.0,-0.5106,0.0,0.0,-1.0
538,Cases: when the simple solution is the right one,0,0,0,15,0,12,0.0,0.777,0.223,0.3182,0.14285714285714285,0.4464285714285714,1.0
539,Two Muslim groups sue French newspaper International,40,8,0,7,26,36,0.0,1.0,0.0,0.0,0.0,0.0,-2.0
540,Golden Globes on their way,0,0,0,63,0,0,0.0,1.0,0.0,0.0,0.3,0.5,0.0
541,"At New OZZFEST, Freedom Ain't Free",11,0,5,6,1,18,0.248,0.367,0.385,0.3607,0.2681818181818182,0.6272727272727273,3.0
542,Federer handed tough Aussie draw,0,0,0,4,8,4,0.273,0.727,0.0,-0.128,-0.3888888888888889,0.8333333333333334,0.0
543,Protesters end strike as Nepal PM concedes demands,24,0,3,48,6,18,0.362,0.638,0.0,-0.34,0.0,0.0,-4.0
544,"Turner pays for Boston ""bombing""",17,0,30,2,0,16,0.0,1.0,0.0,0.0,0.0,0.0,0.0
545,Two detained in body parts mailing,4,61,30,8,14,5,0.351,0.649,0.0,-0.4019,0.0,0.0,-2.0
546,Essay: about that mean streak of yours: psychiatry can do only so much,8,0,6,10,20,17,0.0,1.0,0.0,0.0,-0.0375,0.6291666666666667,0.0
547,Hussein's niece pleads for father's life,18,19,17,0,53,12,0.0,1.0,0.0,0.0,0.0,0.0,0.0
548,Sarkozy heads for clash in cartoons row,30,13,8,0,2,9,0.0,1.0,0.0,0.0,0.0,0.0,-2.0
549,Global web of suspects in child-rape download,55,54,0,0,36,13,0.286,0.714,0.0,-0.34,0.0,0.0,-5.0
550,Blake defeats Moya to retain title,4,0,0,33,1,2,0.315,0.685,0.0,-0.3182,0.0,0.0,0.0
551,"Storms kill, knock out power, cancel flights",3,9,82,0,60,0,0.573,0.427,0.0,-0.7717,0.0,0.0,-4.0
552,Aquarium puts ailing beluga whale to sleep,1,0,0,7,67,12,0.0,1.0,0.0,0.0,0.0,0.0,0.0
553,"Microsoft, Sony, we have a problem",0,0,6,0,21,26,0.403,0.597,0.0,-0.4019,0.0,0.0,-2.0
554,A police state? The issues,15,5,46,0,8,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
555,Move to ban iPods from crossing the street,17,0,0,13,11,20,0.34,0.66,0.0,-0.5574,0.0,0.0,-2.0
556,India's Taj Mahal gets facelift,0,0,0,65,0,23,0.0,1.0,0.0,0.0,0.0,0.0,0.0
557,Cheney to Congress: Can't run Iraq war by committee,47,4,26,0,21,6,0.0,0.718,0.282,0.4847,0.0,0.0,-2.0
558,Ganguly handed India squad call-up,4,4,6,31,5,12,0.0,1.0,0.0,0.0,0.0,0.0,0.0
559,Fortune: Looking beyond the iPhone,0,0,0,36,0,24,0.0,1.0,0.0,0.0,0.0,0.0,2.0
560,Really?: The claim: the back seat of a car is the safest place to sit,0,0,6,23,0,44,0.0,0.828,0.172,0.4019,0.1,0.1,0.0
561,Vaccine mandate upsets legislators,17,8,11,13,7,5,0.455,0.545,0.0,-0.3612,0.0,0.0,-2.0
562,News analysis: Iranian boast is put to test,17,7,28,2,1,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0
563,Panel issues bleak report on climate change,20,15,48,0,45,0,0.0,1.0,0.0,0.0,-1.0,1.0,0.0
564,Virtual 'American Idol' hits right notes,0,0,0,44,0,25,0.0,1.0,0.0,0.0,0.14285714285714285,0.26785714285714285,0.0
565,"Iraq car bombings kill 22 People, wound more than 60",32,27,84,0,95,20,0.343,0.657,0.0,-0.6908,0.5,0.5,-3.0
566,'Stomp' steps to No. 1 at box office,0,0,0,60,0,19,0.268,0.732,0.0,-0.296,0.0,0.0,-1.0
567,Google executive acts as goodwill envoy,0,0,0,50,0,29,0.0,1.0,0.0,0.0,0.0,0.0,3.0
568,Filipino woman kidnapped in Nigeria,32,15,77,0,50,9,0.0,1.0,0.0,0.0,0.0,0.0,-2.0
569,"Seahawks, Bears vie for shot at NFL title",0,0,8,32,0,5,0.0,1.0,0.0,0.0,0.0,0.0,0.0
570,Brown not buried as estate issues loom,6,17,0,0,41,23,0.241,0.759,0.0,-0.2263,0.0,0.0,-1.0
571,Will Rob Cohen Direct Third 'Mummy'?,0,0,0,32,0,35,0.419,0.581,0.0,-0.5574,0.05,0.2,-2.0
572,EU will urge China to go green,8,0,5,34,3,12,0.0,1.0,0.0,0.0,-0.2,0.3,0.0
573,17th-Century Remedy; 21st-Century Potency,0,0,0,0,0,14,0.0,1.0,0.0,0.0,0.0,0.0,0.0
574,Forecasters expect toasty 2007,13,0,33,20,23,16,0.0,1.0,0.0,0.0,0.0,0.0,0.0
575,'Sunshine' Goydos wins Sony open,0,0,0,75,0,10,0.0,0.519,0.481,0.5719,0.15,0.35,6.0
576,Teacher charged with sex assault,52,87,18,0,23,25,0.651,0.349,0.0,-0.6808,0.0,0.0,-5.0
577,Merck: Gardasil may fight more strains,9,0,19,21,14,16,0.56,0.44,0.0,-0.624,0.5,0.5,-1.0
578,"Mountain glaciers melting faster, United Nations says",15,10,49,0,41,12,0.0,0.682,0.318,0.4215,0.0,0.0,1.0
580,Bananaconda inventor is top poet of kids,0,0,0,63,0,24,0.0,0.769,0.231,0.2023,0.5,0.5,2.0
582,Israelis retaliate after attack by Lebanese Army,48,13,53,0,40,0,0.341,0.659,0.0,-0.4767,0.0,0.0,-1.0
583,Deadly bird flu confirmed in British Turkeys,2,1,70,0,36,24,0.302,0.698,0.0,-0.3818,0.06666666666666667,0.4666666666666666,-5.0
584,Too little sleep may mean too fat kids,0,12,7,0,21,57,0.0,1.0,0.0,0.0,-0.25,0.59375,0.0
585,Bathing mom awakes to find baby dead,2,0,32,0,93,46,0.417,0.583,0.0,-0.6486,-0.2,0.4,-3.0
586,Visitors to Eiffel Tower climb to record in 2006,0,0,0,43,0,40,0.0,1.0,0.0,0.0,0.0,0.0,0.0
587,"More sleep, healthier slimmer children",0,0,0,47,0,56,0.0,1.0,0.0,0.0,0.5,0.5,0.0
588,Queen battles Bond for Baftas,2,0,11,30,2,16,0.394,0.606,0.0,-0.3818,0.0,0.0,-1.0
589,"Walters on Trump: 'Poor, pathetic man'",23,25,0,0,28,12,0.425,0.575,0.0,-0.5719,-0.7,0.8,-4.0
590,"Ice storm smacks roads, power",7,10,75,0,29,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0
591,Iran says it will strike US interests if Attacked,52,13,67,0,22,22,0.36,0.48,0.16,-0.3612,0.0,0.0,-1.0
592,Palestinian factions to resume talks,0,0,0,41,2,26,0.0,1.0,0.0,0.0,0.0,0.0,0.0
593,Study: men's sweat triggers high sexual arousal in women,0,2,0,8,0,73,0.0,1.0,0.0,0.0,0.33,0.6866666666666666,0.0
594,Outcry at N Korea 'nuclear test',37,2,56,0,11,6,0.452,0.548,0.0,-0.5106,0.0,0.0,-2.0
595,Russia plans major military build-up,27,15,75,17,22,22,0.0,1.0,0.0,0.0,-0.018750000000000003,0.3,0.0
596,Archaeologists find remains of couple locked in a hug,0,0,0,43,16,79,0.0,0.693,0.307,0.4767,0.0,0.0,2.0
597,Stenson defends his title at Dubai,0,0,0,45,0,8,0.0,1.0,0.0,0.0,0.0,0.0,0.0
598,Taking the plunge,0,0,9,0,3,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0
600,Man rides stationary bike for 85 hours,0,0,0,18,0,87,0.0,1.0,0.0,0.0,0.0,0.0,0.0
601,Ice storm coating Midwest,14,2,51,0,25,23,0.0,1.0,0.0,0.0,0.0,0.0,0.0
602,A Mistrial for Lieut. Watada,15,15,0,0,0,15,0.0,1.0,0.0,0.0,0.0,0.0,0.0
603,Iran warns will hit back at US if attacked,58,13,59,0,23,10,0.386,0.614,0.0,-0.5267,0.0,0.0,-3.0
604,ASEAN talks end on energy-security,0,0,0,11,4,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
605,"Iraqi death toll exceeded 34,000 in 2006, United Nations says",27,17,33,0,96,22,0.265,0.544,0.19,-0.2732,0.0,0.0,-1.0
606,Israel intensifies military flights over Lebanon,29,15,60,0,40,8,0.0,1.0,0.0,0.0,-0.1,0.1,0.0
607,New gadgets galore at tech show,0,0,0,43,0,27,0.0,1.0,0.0,0.0,0.13636363636363635,0.45454545454545453,0.0
608,Another death at Georgia Aquarium,0,0,17,0,79,6,0.494,0.506,0.0,-0.5994,0.0,0.0,-2.0
609,US to urge Nato Afghan spring offensive,42,14,54,0,33,0,0.333,0.667,0.0,-0.4588,0.0,0.0,-2.0
610,UK letter bombs may be from extremist drivers,44,8,78,0,38,8,0.0,1.0,0.0,0.0,0.0,0.0,-2.0
611,Asia seeks breakthrough on North Korea,17,0,14,13,0,22,0.0,1.0,0.0,0.0,0.0,0.0,3.0
612,Federer overcomes a ragged start,0,0,0,47,2,5,0.0,1.0,0.0,0.0,0.0,0.0,0.0
613,Rowdy fans ejected from the Open,21,17,4,5,17,4,0.0,1.0,0.0,0.0,0.0,0.5,0.0
614,Terai protesters hail 'historic' victory over government,28,0,3,36,0,26,0.232,0.61,0.159,-0.1531,0.0,0.0,3.0
615,Anger at release of two held over beheading plot,70,25,18,0,22,10,0.316,0.684,0.0,-0.5719,-0.7,0.2,-3.0
616,Bush adamant on troops to Iraq,58,16,20,0,35,0,0.0,1.0,0.0,0.0,0.1,0.7,0.0
617,Bebe Neuwirth gets to 'wiggle again',5,0,0,43,0,24,0.0,1.0,0.0,0.0,0.0,0.0,0.0
618,Beckham to L.A.: For the game not fame,0,0,0,20,0,16,0.256,0.744,0.0,-0.3412,-0.4,0.4,1.0
619,Sleep more to fight childhood obesity,0,2,12,8,0,26,0.365,0.635,0.0,-0.4364,0.5,0.5,-1.0
620,Abbas rejects temporary state,26,9,11,2,31,18,0.516,0.484,0.0,-0.4939,0.0,0.0,-1.0
621,Investigation of child porn site hits 77 nations,54,73,8,4,39,17,0.0,1.0,0.0,0.0,0.0,0.0,0.0
622,Sleuths close in on Odysseus home,0,0,3,23,2,26,0.0,1.0,0.0,0.0,0.0,0.0,0.0
623,Variety: Johnny Depp to make movie of spy poisoning,0,2,8,13,4,19,0.322,0.678,0.0,-0.5859,0.0,0.0,0.0
624,Ice storm cripples central U.S.,23,4,46,0,44,14,0.0,1.0,0.0,0.0,0.0,0.25,0.0
625,Park stars as United maintain lead,0,0,0,43,0,9,0.0,0.641,0.359,0.4215,0.0,0.0,1.0
627,India's famous landmark gets facelift,0,0,0,50,0,26,0.0,0.755,0.245,0.0772,0.5,1.0,4.0
628,Joseph Wambaugh's new start,0,0,0,33,0,1,0.0,1.0,0.0,0.0,0.13636363636363635,0.45454545454545453,0.0
629,Participant in water-drinking contest dies,1,0,3,0,94,30,0.0,1.0,0.0,0.0,0.0,0.0,0.0
630,Apple drops bombshell with iPhone,0,0,7,37,11,38,0.0,1.0,0.0,0.0,0.0,0.0,0.0
631,Bollywood's 'Brangelina' engaged,0,0,0,71,1,24,0.0,0.426,0.574,0.4019,0.0,0.0,0.0
632,"Shiite fighters arrested in crackdown, Iraq says",34,16,44,27,30,17,0.462,0.538,0.0,-0.5106,0.0,0.0,-3.0
633,"Rio De Janeiro journal: drawing lines across the sand, between classes",16,14,2,2,26,4,0.0,1.0,0.0,0.0,0.0,0.0,0.0
634,Models' health guidelines -- will they help?,0,0,7,11,6,24,0.0,0.69,0.31,0.4019,0.0,0.0,2.0
635,Stepping back in time at ski resort,0,0,0,33,1,17,0.0,1.0,0.0,0.0,0.0,0.0,0.0
636,Test cricketer jailed over killing,32,14,22,8,37,8,0.717,0.283,0.0,-0.8225,0.0,0.0,-5.0
637,Walnuts 'combat unhealthy fats',0,4,1,37,11,35,0.744,0.256,0.0,-0.7003,-0.4,0.7,-3.0
638,Apple to Vista upgraders: 'Wait',0,0,0,1,13,22,0.0,1.0,0.0,0.0,0.0,0.0,0.0
639,Injured Sarwan to miss one-dayers,7,4,2,0,50,8,0.589,0.411,0.0,-0.5106,0.0,0.0,-4.0
640,Firms on alert for letter bombs,17,9,71,0,16,16,0.0,0.694,0.306,0.296,0.0,0.0,-1.0
641,Studios sign off on movie downloads,3,0,5,6,11,16,0.0,1.0,0.0,0.0,0.0,0.0,0.0
642,Asif returns with four-wicket haul,0,0,0,43,0,12,0.0,1.0,0.0,0.0,0.0,0.0,0.0
643,"Bush authorized Iranians' arrest in Iraq, Rice says",47,33,19,0,38,17,0.255,0.745,0.0,-0.34,-0.05,0.0,-2.0
644,Porn ring scandal reaches Australia,46,60,6,0,43,20,0.408,0.423,0.169,-0.4019,0.0,0.0,-2.0
645,Deputy health minister arrested in US-Iraqi raid,16,8,17,0,58,19,0.341,0.659,0.0,-0.4767,0.0,0.0,-3.0
646,Senator Carl Krueger thinks iPods can kill you,6,0,33,0,25,51,0.402,0.598,0.0,-0.6908,0.0,0.0,-3.0
647,"Finally, Senate okays anti-terror bill Manila",3,0,17,42,12,4,0.0,0.617,0.383,0.4767,0.0,1.0,-4.0
648,Somalia declares state of emergency,10,0,80,0,29,31,0.394,0.606,0.0,-0.3818,0.0,0.0,-2.0
649,Matt shines with his Alpine finish,0,0,0,72,0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0
650,BP CEO Browne to step down in June,6,3,0,13,37,7,0.0,1.0,0.0,0.0,-0.15555555555555559,0.2888888888888889,0.0
651,An iPhone by any other name? Surely not,0,3,0,13,0,33,0.0,0.707,0.293,0.4404,-0.1875,0.6319444444444444,0.0
652,Life in Gaza steadily worsens,17,13,53,0,70,0,0.437,0.563,0.0,-0.4767,0.16666666666666666,0.5,-3.0
653,The energy challenge | Exotic visions: how to cool a planet (maybe),5,3,26,18,17,36,0.0,0.441,0.559,0.6808,0.425,0.825,1.0
654,"Easy ways to (really) save $400,000",0,0,0,45,0,31,0.0,0.396,0.604,0.7269,0.31666666666666665,0.5166666666666667,3.0
656,Findings: Can humanity survive? Want to bet on it?,1,0,42,1,10,27,0.0,0.828,0.172,0.168,0.0,0.0,1.0
657,Iran steps up production of weapons-grade uranium,28,10,79,0,27,23,0.0,1.0,0.0,0.0,0.0,0.0,0.0
658,Rig-threat cargo ship towed ashore,0,0,37,10,19,11,0.0,1.0,0.0,0.0,0.0,0.0,-3.0
659,Palestinians say clashes hurt their cause,32,2,26,0,46,8,0.405,0.595,0.0,-0.5267,0.0,0.0,-2.0
660,Male sweat can raise hormones,0,7,0,8,0,62,0.0,1.0,0.0,0.0,0.0,0.1,0.0
661,Vital Signs: Hazards: Antidepressant linked to fractures in older people,5,0,26,0,34,55,0.0,0.804,0.196,0.296,0.13333333333333333,0.3666666666666667,0.0
662,Peron held over '70s rights abuses,31,25,8,13,45,8,0.419,0.581,0.0,-0.5574,0.0,0.0,-3.0
663,Space life search turns to TV,0,0,0,18,0,33,0.0,1.0,0.0,0.0,0.0,0.0,0.0
664,"Super Bowl ads of cartoonish violence, perhaps reflecting toll of war",16,15,25,15,45,27,0.402,0.402,0.196,-0.6249,0.3333333333333333,0.6666666666666666,-2.0
665,YouTube told to drop celeb sex video,7,23,9,14,15,24,0.259,0.741,0.0,-0.2732,0.0,0.0,-1.0
666,Beckham and Posh and more athlete-celebrity couples,0,0,0,38,0,0,0.0,1.0,0.0,0.0,0.5,0.5,0.0
667,City sets up ice storm shelters,4,0,55,24,17,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0
668,Libby prosecutors await judge's rulings,0,0,16,0,19,1,0.0,0.741,0.259,0.1027,0.0,0.0,-1.0
669,Review: 'Alpha Dog' misses the point,0,3,0,0,17,4,0.275,0.725,0.0,-0.2263,0.0,0.0,0.0
670,Republicans plan to block Iraq debate,60,17,0,0,37,7,0.367,0.633,0.0,-0.4404,0.0,0.0,-1.0
671,Mixed reaction to China's Africa push,10,2,6,0,2,24,0.0,1.0,0.0,0.0,0.0,0.25,0.0
672,Snowed in the Canadian Rockies,0,0,8,21,11,6,0.0,1.0,0.0,0.0,0.0,0.0,0.0
673,"Skip the showers: male sweat turns women on, study says",0,12,0,12,0,69,0.0,1.0,0.0,0.0,0.0,0.1,0.0
674,Gently Weeps' lyrics sheet up for sale,0,0,1,44,8,15,0.231,0.481,0.288,0.1531,0.2,0.8,0.0
675,Canete wins inaugural Joburg Open,0,0,0,70,0,7,0.0,0.519,0.481,0.5719,0.15,0.35,4.0
676,Rights group halts violent Nepal strikes,25,5,36,46,22,11,0.615,0.385,0.0,-0.7506,-0.8,1.0,-4.0
677,Real suffer Carlos injury setback,4,0,7,0,47,13,0.677,0.323,0.0,-0.743,0.2,0.30000000000000004,-4.0
678,Astronaut may have buckled under stress,0,0,21,0,43,21,0.359,0.641,0.0,-0.4215,0.0,0.0,-1.0
679,Gunmen abduct Filipino woman in Nigeria,32,15,58,0,51,16,0.0,1.0,0.0,0.0,0.0,0.0,0.0
680,NFL team's fan of the year: 'Flag Lady',0,0,0,50,0,21,0.0,0.753,0.247,0.3182,0.0,0.0,3.0
681,No 10 rejects police state claim,11,0,3,0,11,22,0.574,0.426,0.0,-0.6597,0.0,0.0,-2.0
682,Malaysian AirAsia X to fly in July,0,0,0,39,0,14,0.0,1.0,0.0,0.0,0.8,0.9,0.0
683,10 kidnapped at Nigeria oil base,19,7,69,0,46,8,0.0,1.0,0.0,0.0,-0.8,1.0,-2.0
684,Guy sweat is babe magnet,0,6,0,29,0,69,0.0,1.0,0.0,0.0,0.0,0.0,0.0
685,Township tourism booming in South Africa,0,0,0,82,0,32,0.0,1.0,0.0,0.0,0.0,0.0,0.0
686,'Alpha Dog' misses the point,0,3,0,0,17,18,0.322,0.678,0.0,-0.2263,0.0,0.0,0.0
687,Iran leader pays Nicaragua a visit,3,1,13,20,14,26,0.0,1.0,0.0,0.0,0.0,0.0,0.0
688,"'Grey's,' 'Pirates' lead People's Choice",0,0,0,38,0,6,0.0,1.0,0.0,0.0,-0.05,0.1,-1.0
689,Terror network,9,0,87,0,17,0,0.773,0.227,0.0,-0.5267,0.0,0.0,-3.0
690,Now it's official: Iraq's a mess,27,39,23,2,62,19,0.385,0.615,0.0,-0.3612,-0.175,0.175,-2.0
692,James Brown's 5-year-old son left out of will,7,1,16,0,33,46,0.0,1.0,0.0,0.0,0.0,0.0,0.0
693,Two men killed by London tube train,6,5,41,0,79,20,0.429,0.571,0.0,-0.6705,-0.2,0.0,-3.0
694,US millions fail to buy influence in deadly Gaza power play,18,18,23,6,43,13,0.235,0.604,0.161,-0.2732,-0.35,0.35,-5.0
695,PLO ministers agreed upon in Mecca,0,0,8,37,0,12,0.0,0.704,0.296,0.2732,0.0,0.0,1.0
696,Squadron apologies over 'friendly-fire' death,13,35,26,0,49,13,0.494,0.506,0.0,-0.5994,0.0,0.0,-2.0
697,New Orleans violence sparks tourism fears,23,0,75,0,32,8,0.633,0.367,0.0,-0.7845,0.13636363636363635,0.45454545454545453,-3.0
699,SPACE.com: Black hole triplets spotted,0,0,5,4,0,62,0.0,1.0,0.0,0.0,-0.16666666666666666,0.43333333333333335,0.0
700,Vaccines: Mandate or choice?,0,0,5,1,1,6,0.0,1.0,0.0,0.0,0.0,0.0,0.0
701,"Congolese soldiers riot, loot over pay issue",55,17,46,0,43,0,0.5,0.5,0.0,-0.6124,0.0,0.0,-3.0
702,Commodities lead Europe higher,0,0,0,64,0,16,0.0,1.0,0.0,0.0,0.25,0.5,0.0
703,Ingredient in male sweat raises women's hormone levels,0,12,0,17,0,54,0.0,1.0,0.0,0.0,0.0,0.1,0.0
704,Goetschl ends Austrian win drought,0,0,0,56,0,6,0.0,0.513,0.487,0.5859,0.8,0.4,4.0
705,Doomsday Clock ticking away,0,0,43,19,16,0,0.559,0.441,0.0,-0.5859,0.0,0.0,0.0
706,Troops massing around Somali town,22,0,88,0,27,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
707,Tariq Ramadan has an identity issue,0,0,2,0,2,32,0.0,1.0,0.0,0.0,0.0,0.0,0.0
708,Peretz orders IDF to respond with force to north border attacks,52,7,50,0,27,9,0.225,0.775,0.0,-0.4404,0.0,0.0,-1.0
709,Trains crash near Thai resort town,2,0,62,0,90,10,0.351,0.649,0.0,-0.4019,0.1,0.4,-2.0
710,"Hamas, Fatah return to unity gov't talks in Mecca",2,0,4,37,6,25,0.0,1.0,0.0,0.0,0.0,0.0,0.0
711,Pats' fourth-quarter rally finishes Chargers,0,0,0,35,5,6,0.0,1.0,0.0,0.0,0.0,0.0,0.0
712,7 Die As US Helicopter Crashes in Iraq,12,4,41,0,94,4,0.394,0.606,0.0,-0.5994,0.0,0.0,-3.0
713,Millionaire secret Santa dies,0,0,0,2,75,14,0.0,1.0,0.0,0.0,-0.4,0.7,0.0
714,Morrissey may cheer up Eurovision,0,0,2,61,0,10,0.0,0.548,0.452,0.5106,0.0,0.0,2.0
715,Christian values guide Dungy and the Colts,0,0,0,27,0,13,0.0,0.69,0.31,0.4019,0.0,0.0,0.0
716,Israeli woman's tirade spurs PM outrage,71,29,13,0,13,2,0.398,0.602,0.0,-0.5106,0.0,0.0,-3.0
717,Passing exchange becomes political flashpoint,4,0,4,0,3,0,0.0,1.0,0.0,0.0,0.0,0.1,0.0
718,Police probe 2 church fires half mile apart,0,2,48,0,50,6,0.0,1.0,0.0,0.0,-0.16666666666666666,0.16666666666666666,0.0
719,Italy to try US soldier for agent's Iraq death,64,7,2,8,38,10,0.328,0.672,0.0,-0.5994,0.0,0.0,-2.0
720,Depp to star in spy poisoning film,0,0,10,35,10,19,0.388,0.612,0.0,-0.5859,0.0,0.0,0.0
721,'24's' Jack Bauer returns,0,0,0,40,0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0
723,"Even before its release, world climate report is criticized as too optimistic",28,17,33,0,22,15,0.169,0.676,0.155,-0.0516,0.0,0.0,0.0
724,"Second hanging also went awry, Iraq tape shows",19,38,27,0,54,5,0.0,1.0,0.0,0.0,0.0,0.0,0.0
725,Howell takes one shot lead in Sony Open,0,0,0,47,0,8,0.0,1.0,0.0,0.0,0.0,0.5,0.0
726,Psych checks reviewed after astronaut's crack-up,2,0,17,2,44,31,0.0,1.0,0.0,0.0,0.0,0.0,0.0
727,"Pap Test, a mainstay against cervical cancer, may be fading",3,0,35,12,36,45,0.355,0.645,0.0,-0.6597,0.0,0.0,-1.0
